Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 10/08  19:00:00,230213178.2761197,230213178.27611974 
 10/08  20:00:00,223344416.0508632,223344416.0508635 
 10/08  21:00:00,209211790.3751141,209211790.37511444 
 10/08  22:00:00,237064740.47973946,237064740.47973976 
 10/08  23:00:00,329037855.9738226,329037855.9738229 
 10/08  24:00:00,256585072.0127637,256585072.0127638 
 10/09  01:00:00,234263690.60533935,234263690.6053395 
 10/09  02:00:00,223063793.6702465,223063793.67024672 
 10/09  03:00:00,215984426.63996235,215984426.63996252 
 10/09  04:00:00,214654087.57904053,214654087.57904062 
 10/09  05:00:00,231973132.88740534,231973132.8874055 
 10/09  06:00:00,161120577.56394365,161120577.56394398 
 10/09  07:00:00,157828413.82339376,157828413.82339412 
 10/09  08:00:00,157123615.50820395,157123615.50820422 
 10/09  09:00:00,152387117.45746666,152387117.45746696 
 10/09  10:00:00,148125644.37791306,148125644.37791333 
 10/09  11:00:00,149830066.1919056,149830066.1919059 
 10/09  12:00:00,148125644.37791306,148125644.37791333 
 10/09  13:00:00,143015610.08117756,143015610.08117783 
 10/09  14:00:00,141313328.50353816,141313328.5035385 
 10/09  15:00:00,189081568.0112576,189081568.0112579 
 10/09  16:00:00,345656604.41518927,345656604.4151895 
 10/09  17:00:00,396737541.8957351,396737541.89573497 
 10/09  18:00:00,408171624.99054253,408171624.9905424 
 10/09  19:00:00,391020609.9812899,391020609.9812898 
 10/09  20:00:00,228823255.59158182,228823255.59158212 
 10/09  21:00:00,235033909.73721138,235033909.7372117 
 10/09  22:00:00,272959053.2058277,272959053.205828 
 10/09  23:00:00,306010652.6666363,306010652.6666366 
 10/09  24:00:00,240483991.9404713,240483991.9404714 
 10/10  01:00:00,220544906.9903687,220544906.99036884 
 10/10  02:00:00,209078531.25621438,209078531.25621456 
 10/10  03:00:00,203381512.49480903,203381512.49480915 
 10/10  04:00:00,203220117.30833304,203220117.30833322 
 10/10  05:00:00,220929080.34583032,220929080.34583056 
 10/10  06:00:00,160238769.2521601,160238769.25216043 
 10/10  07:00:00,158071067.69791353,158071067.69791386 
 10/10  08:00:00,159730730.35138077,159730730.35138103 
 10/10  09:00:00,154994705.95258957,154883671.0549686 
 10/10  10:00:00,150734187.92425925,150334289.20583484 
 10/10  11:00:00,152439098.40822434,151838660.31987548 
 10/10  12:00:00,149175049.21833706,148405631.10604674 
 10/10  13:00:00,145622709.6503315,144800006.1206637 
 10/10  14:00:00,142631066.31580436,141881790.85475567 
 10/10  15:00:00,150061278.59462768,149502495.80890578 
 10/10  16:00:00,180627094.02761248,180327981.3394431 
 10/10  17:00:00,220406720.83882302,220373427.31122094 
 10/10  18:00:00,237105161.05266032,237105161.0526603 
 10/10  19:00:00,230213178.2761197,230213178.27611974 
 10/10  20:00:00,223344416.0508632,223344416.0508635 
 10/10  21:00:00,209211790.3751141,209211790.37511444 
 10/10  22:00:00,220945643.02313673,220945643.02313703 
 10/10  23:00:00,275751243.6955261,275751243.6955265 
 10/10  24:00:00,221954835.1037191,221954835.10371923 
 10/11  01:00:00,205611735.51180613,205611735.51180634 
 10/11  02:00:00,196265631.21341556,196265631.21341574 
 10/11  03:00:00,192996678.61866,192996678.6186602 
 10/11  04:00:00,193466417.51684308,193466417.51684332 
 10/11  05:00:00,212521025.48848593,212521025.48848605 
 10/11  06:00:00,162218215.47995505,162218215.47995538 
 10/11  07:00:00,158071067.69791353,158071067.69791386 
 10/11  08:00:00,159730730.35138077,159730730.35138103 
 10/11  09:00:00,154994705.95258957,154994705.95258987 
 10/11  10:00:00,150734187.92425925,150734187.92425954 
 10/11  11:00:00,152439098.40822434,152439098.4082246 
 10/11  12:00:00,149175049.21833706,149175049.21833733 
 10/11  13:00:00,145622709.6503315,145622709.6503318 
 10/11  14:00:00,142631066.31580436,142631066.31580463 
 10/11  15:00:00,150061278.59462768,150061278.59462792 
 10/11  16:00:00,180627094.02761248,180627094.0276128 
 10/11  17:00:00,220406720.83882302,220406720.83882293 
 10/11  18:00:00,237105161.05266032,237105161.0526603 
 10/11  19:00:00,230213178.2761197,230213178.27611974 
 10/11  20:00:00,223344416.0508632,223344416.0508635 
 10/11  21:00:00,209211790.3751141,209211790.37511444 
 10/11  22:00:00,199725629.27916777,199725629.279168 
 10/11  23:00:00,203650700.22131923,203650700.22131953 
 10/11  24:00:00,165408251.7815648,165408251.78156492 
 10/12  01:00:00,151844442.6470074,151844442.64700752 
 10/12  02:00:00,142873770.42588127,142873770.4258812 
 10/12  03:00:00,141555049.02776566,141555049.02776563 
 10/12  04:00:00,143832148.02810705,143832148.02810705 
 10/12  05:00:00,159491357.8943195,159491357.89431965 
 10/12  06:00:00,153817664.95377412,153817664.95377445 
 10/12  07:00:00,158071067.69791353,157624684.0442091 
 10/12  08:00:00,159730730.35138077,154459404.4052296 
 10/12  09:00:00,154994705.95258957,143349206.30093455 
 10/12  10:00:00,150734187.92425925,123781934.54748493 
 10/12  11:00:00,152439098.40822434,109004069.6579049 
 10/12  12:00:00,149175049.21833706,111184979.91605966 
 10/12  13:00:00,145622709.6503315,119595588.7473531 
 10/12  14:00:00,161300282.0009337,138309152.6027324 
 10/12  15:00:00,164172083.05224028,144986196.8810887 
 10/12  16:00:00,245420901.9770156,231044647.82556257 
 10/12  17:00:00,436289148.60907555,428625034.0509819 
 10/12  18:00:00,410000943.3775713,409220827.70426196 
 10/12  19:00:00,263168032.0756661,263168032.07566613 
 10/12  20:00:00,242375608.9949907,242375608.99499097 
 10/12  21:00:00,209211790.3751141,209211790.37511444 
 10/12  22:00:00,224130033.81210586,224130033.81210616 
 10/12  23:00:00,280407492.6826258,280407492.68262607 
 10/12  24:00:00,221162769.00473553,221162769.0047357 
 10/13  01:00:00,200131576.9623059,200131576.96230608 
 10/13  02:00:00,188084272.02509993,188084272.02510008 
 10/13  03:00:00,181774263.1912534,181774263.19125357 
 10/13  04:00:00,178857711.49491304,178857711.4949132 
 10/13  05:00:00,191452110.99721742,191452110.99721754 
 10/13  06:00:00,153817664.95377412,153817664.95377445 
 10/13  07:00:00,158071067.69791353,157313446.9687831 
 10/13  08:00:00,159730730.35138077,152108757.9259743 
 10/13  09:00:00,154994705.95258957,138732930.30505988 
 10/13  10:00:00,150734187.92425925,137835369.88497216 
 10/13  11:00:00,160527039.40917835,140095915.01260483 
 10/13  12:00:00,221600201.62190863,182546453.0680623 
 10/13  13:00:00,238732430.18227303,218180332.90067747 
 10/13  14:00:00,229091979.61538708,212143159.63444135 
 10/13  15:00:00,242791701.30821943,224465600.2086737 
 10/13  16:00:00,309641613.6667053,285011907.2443449 
 10/13  17:00:00,467176661.74675876,460316006.0564523 
 10/13  18:00:00,441593416.0004356,440716710.8088702 
 10/13  19:00:00,351249892.9817351,351249892.9817351 
 10/13  20:00:00,291286991.6648488,291286991.664849 
 10/13  21:00:00,246485444.5534569,246485444.55345723 
 10/13  22:00:00,238197972.1053432,238197972.1053435 
 10/13  23:00:00,319959755.3693051,319959755.36930543 
 10/13  24:00:00,252259368.64079303,252259368.64079323 
 10/14  01:00:00,230603026.2012202,230603026.2012203 
 10/14  02:00:00,218637074.06759107,218637074.06759122 
 10/14  03:00:00,210471210.17792812,210471210.17792827 
 10/14  04:00:00,207640019.30018714,207640019.3001873 
 10/14  05:00:00,223411654.40678415,223411654.40678424 
 10/14  06:00:00,158143681.7063077,158143681.70630804 
 10/14  07:00:00,157828413.82339376,157436189.1117168 
 10/14  08:00:00,157123615.50820395,152632578.75503832 
 10/14  09:00:00,152387117.45746666,143433290.47019288 
 10/14  10:00:00,148125644.37791306,132347063.5899983 
 10/14  11:00:00,208209746.11330858,175936334.66016114 
 10/14  12:00:00,229280903.83400905,181024702.97102475 
 10/14  13:00:00,264482984.29979667,228620141.52384633 
 10/14  14:00:00,249339671.75093925,227870772.79727188 
 10/14  15:00:00,285583413.82651055,266110704.04724127 
 10/14  16:00:00,476482546.8378291,456430973.290372 
 10/14  17:00:00,475343430.6910961,468327258.31850815 
 10/14  18:00:00,471334402.5724879,470449381.45800763 
 10/14  19:00:00,439908572.0755706,439908572.0755705 
 10/14  20:00:00,319508679.9573695,319508679.9573697 
 10/14  21:00:00,256285585.7565124,256285585.7565127 
 10/14  22:00:00,310960961.2458159,310960961.2458162 
 10/14  23:00:00,315598771.90688086,315598771.9068811 
 10/14  24:00:00,255087177.0796222,255087177.07962245 
 10/15  01:00:00,233800356.28913817,233800356.2891384 
 10/15  02:00:00,222211344.87731516,222211344.87731528 
 10/15  03:00:00,215593002.41669664,215593002.41669685 
 10/15  04:00:00,213754164.90983582,213754164.90983593 
 10/15  05:00:00,230099512.0751984,230099512.07519856 
 10/15  06:00:00,164588278.86486378,164588278.86486408 
 10/15  07:00:00,157828413.82339376,157672678.2798567 
 10/15  08:00:00,157123615.50820395,154133161.47123337 
 10/15  09:00:00,152387117.45746666,141374330.11573228 
 10/15  10:00:00,183386559.0063002,153891030.80454043 
 10/15  11:00:00,371134749.8181184,333865344.8755424 
 10/15  12:00:00,404570786.0689313,378330506.72252285 
 10/15  13:00:00,378607530.6508993,349951870.0982721 
 10/15  14:00:00,399555561.11533284,361735363.6006459 
 10/15  15:00:00,411592798.7727896,381505217.98007345 
 10/15  16:00:00,447231851.62141144,431149081.6093345 
 10/15  17:00:00,484675376.4649822,479093324.73260725 
 10/15  18:00:00,481681963.24572515,481413191.95965886 
 10/15  19:00:00,448089953.81681544,448089953.81681526 
 10/15  20:00:00,422429874.52166575,422429874.5216657 
 10/15  21:00:00,331400206.27217984,331400206.27218014 
 10/15  22:00:00,238125660.6725651,238125660.67256543 
 10/15  23:00:00,336348064.6807419,336348064.68074214 
 10/15  24:00:00,271265377.0836993,271265377.0836994 
 10/16  01:00:00,252332773.22703096,252332773.2270311 
 10/16  02:00:00,242408536.15648612,242408536.15648624 
 10/16  03:00:00,236296315.7193548,236296315.71935493 
 10/16  04:00:00,235098347.985963,235098347.98596317 
 10/16  05:00:00,251394069.58442,251394069.58442014 
 10/16  06:00:00,173590617.5035741,173590617.5035744 
 10/16  07:00:00,189273733.88628477,188507278.06344503 
 10/16  08:00:00,215503645.96505526,209279590.57866403 
 10/16  09:00:00,246554376.25876346,235062087.03134334 
 10/16  10:00:00,263092718.96825573,234277158.94805318 
 10/16  11:00:00,279971880.16034794,255929396.69421923 
 10/16  12:00:00,336186268.12076634,291417112.92783237 
 10/16  13:00:00,319449328.89759284,297486881.99618983 
 10/16  14:00:00,304969690.367566,287239352.1548074 
 10/16  15:00:00,302971469.5614197,288232271.38374513 
 10/16  16:00:00,330566074.71119446,320044732.7415751 
 10/16  17:00:00,519552235.3035392,513756933.26985765 
 10/16  18:00:00,486939277.4614652,486489026.2354807 
 10/16  19:00:00,343329517.03910404,343329517.0391041 
 10/16  20:00:00,304403539.73226404,304403539.73226416 
 10/16  21:00:00,249474588.65936896,249474588.65936926 
 10/16  22:00:00,261788791.25330302,261788791.25330338 
 10/16  23:00:00,324050479.4042951,324050479.4042953 
 10/16  24:00:00,255561154.6321787,255561154.63217887 
 10/17  01:00:00,230571094.76451334,230571094.76451352 
 10/17  02:00:00,215544518.1356986,215544518.1356988 
 10/17  03:00:00,204771489.16430768,204771489.16430783 
 10/17  04:00:00,198602528.30114323,198602528.30114344 
 10/17  05:00:00,209425627.62951252,209425627.62951273 
 10/17  06:00:00,158938915.5328294,158938915.53282973 
 10/17  07:00:00,158071067.69791353,157718461.92556196 
 10/17  08:00:00,159730730.35138077,156558965.86240458 
 10/17  09:00:00,154994705.95258957,150062235.9732352 
 10/17  10:00:00,150734187.92425925,142928568.63647473 
 10/17  11:00:00,152439098.40822434,139407177.4301135 
 10/17  12:00:00,153441282.2305878,129598256.36878495 
 10/17  13:00:00,154275520.36813602,137708777.36686215 
 10/17  14:00:00,151352886.81931755,127817584.25758073 
 10/17  15:00:00,158812849.6447401,145968444.08322692 
 10/17  16:00:00,189384785.09205422,173644206.56367335 
 10/17  17:00:00,220406720.83882302,212409362.0590066 
 10/17  18:00:00,240739349.05266032,240277988.65814728 
 10/17  19:00:00,230213178.2761197,230213178.27611974 
 10/17  20:00:00,223344416.0508632,223344416.0508635 
 10/17  21:00:00,209211790.3751141,209211790.37511444 
 10/17  22:00:00,197502621.0783394,197502621.0783397 
 10/17  23:00:00,202795465.97087774,202795465.97087803 
 10/17  24:00:00,169991962.52409044,169991962.52409053 
 10/18  01:00:00,157959578.80093274,157959578.80093282 
 10/18  02:00:00,151171911.2939664,151171911.29396635 
 10/18  03:00:00,148179179.56043577,148179179.5604357 
 10/18  04:00:00,149146272.750621,149146272.75062096 
 10/18  05:00:00,165959964.03823105,165959964.0382312 
 10/18  06:00:00,157451852.95377412,157451852.95377445 
 10/18  07:00:00,158071067.69791353,157734271.21285644 
 10/18  08:00:00,159730730.35138077,155691166.1860863 
 10/18  09:00:00,154994705.95258957,145321161.04764298 
 10/18  10:00:00,150734187.92425925,141003384.93396232 
 10/18  11:00:00,152439098.40822434,137713477.79275182 
 10/18  12:00:00,149175049.21833706,121188304.21440645 
 10/18  13:00:00,152793871.8556741,122347765.45740664 
 10/18  14:00:00,151286713.39724368,124917668.43667778 
 10/18  15:00:00,158721943.6308071,144145118.41948298 
 10/18  16:00:00,189366291.26075348,173776717.68244657 
 10/18  17:00:00,220406720.83882302,215610095.02878714 
 10/18  18:00:00,240739349.05266032,240374877.23158097 
 10/18  19:00:00,230213178.2761197,230213178.27611974 
 10/18  20:00:00,223344416.0508632,223344416.0508635 
 10/18  21:00:00,209211790.3751141,209211790.37511444 
 10/18  22:00:00,203495152.78418097,203495152.7841813 
 10/18  23:00:00,216963002.21317452,216963002.2131748 
 10/18  24:00:00,177593725.89358848,177593725.8935886 
 10/19  01:00:00,162498298.68110615,162498298.68110627 
 10/19  02:00:00,153419838.19167882,153419838.19167882 
 10/19  03:00:00,146720311.86759937,146720311.86759937 
 10/19  04:00:00,144878075.0534052,144878075.05340517 
 10/19  05:00:00,160081314.00212693,160081314.00212705 
 10/19  06:00:00,157451852.95377412,157451852.95377445 
 10/19  07:00:00,158071067.69791353,158004640.8733894 
 10/19  08:00:00,159730730.35138077,158447717.0990737 
 10/19  09:00:00,159570122.0607129,155918022.70686233 
 10/19  10:00:00,159953484.80257815,153809933.0046974 
 10/19  11:00:00,161782321.23655435,153519116.24669263 
 10/19  12:00:00,158657891.35097596,149053572.2796003 
 10/19  13:00:00,155456538.70778096,145526170.9243614 
 10/19  14:00:00,148874372.88775533,139707862.89302766 
 10/19  15:00:00,150061278.59462768,142572413.15910974 
 10/19  16:00:00,180627094.02761248,175405651.62308925 
 10/19  17:00:00,230615635.05762702,227886366.29474384 
 10/19  18:00:00,269412237.4114064,269189618.85743195 
 10/19  19:00:00,255166207.3692118,255166207.36921185 
 10/19  20:00:00,244273517.69294393,244273517.69294423 
 10/19  21:00:00,224191164.54507023,224191164.54507056 
 10/19  22:00:00,188075552.91064796,188075552.91064826 
 10/19  23:00:00,159839691.68837595,159839691.68837628 
 10/19  24:00:00,137185079.1677126,137185079.1677127 
 10/20  01:00:00,130652379.46823323,130652379.4682332 
 10/20  02:00:00,127438628.02802691,127438628.0280269 
 10/20  03:00:00,125656608.56810065,125656608.5681006 
 10/20  04:00:00,127016927.06279857,127016927.06279853 
 10/20  05:00:00,141193560.6768447,141193560.67684484 
 10/20  06:00:00,167968233.6649867,167968233.66498703 
 10/20  07:00:00,168572557.16363794,168273522.50468543 
 10/20  08:00:00,169756683.90962896,166429292.05580437 
 10/20  09:00:00,164374817.2336242,156754179.80769625 
 10/20  10:00:00,159636144.69819298,143031530.10485384 
 10/20  11:00:00,161303296.50720465,144585412.82940808 
 10/20  12:00:00,149175049.21833706,120246450.20611599 
 10/20  13:00:00,145622709.6503315,114236013.7099137 
 10/20  14:00:00,142631066.31580436,112857439.55044694 
 10/20  15:00:00,150061278.59462768,124651406.4290173 
 10/20  16:00:00,180627094.02761248,163510144.02409565 
 10/20  17:00:00,220406720.83882302,215288570.60196763 
 10/20  18:00:00,240739349.05266032,240347226.38935593 
 10/20  19:00:00,243030973.61192322,243030973.61192328 
 10/20  20:00:00,240164403.89358297,240164403.89358324 
 10/20  21:00:00,222387388.57783902,222387388.57783926 
 10/20  22:00:00,187939179.46619287,187939179.4661932 
 10/20  23:00:00,159701381.32152092,159701381.32152122 
 10/20  24:00:00,137035504.74943426,137035504.74943435 
 10/21  01:00:00,131179283.42798257,131179283.42798252 
 10/21  02:00:00,128464105.12755568,128464105.12755567 
 10/21  03:00:00,128417158.76879284,128417158.76879278 
 10/21  04:00:00,130516168.93486324,130516168.9348632 
 10/21  05:00:00,144718215.8962494,144718215.89624953 
 10/21  06:00:00,170404026.33688822,170404026.33688855 
 10/21  07:00:00,170271869.29342005,170023318.75287217 
 10/21  08:00:00,169026105.6629566,164519804.68024138 
 10/21  09:00:00,163617963.2066755,152071564.468025 
 10/21  10:00:00,161855086.91106093,136214938.4822029 
 10/21  11:00:00,171467704.13352636,135288403.72805864 
 10/21  12:00:00,184734176.22852245,143426360.17989364 
 10/21  13:00:00,193039047.48644555,152616195.98531976 
 10/21  14:00:00,200025815.51413864,164431952.83934775 
 10/21  15:00:00,207135607.14809388,180017022.69138244 
 10/21  16:00:00,222008540.05421346,206779829.44049916 
 10/21  17:00:00,220161037.13186294,215844621.96732086 
 10/21  18:00:00,265828545.89475018,265633796.25483987 
 10/21  19:00:00,259289235.61257327,259289235.6125732 
 10/21  20:00:00,244322841.2951497,244322841.29514998 
 10/21  21:00:00,225736905.85505974,225736905.8550601 
 10/21  22:00:00,191125390.0162404,191125390.0162407 
 10/21  23:00:00,160876692.79936656,160876692.7993669 
 10/21  24:00:00,136660617.51866758,136660617.5186677 
 10/22  01:00:00,130146299.3786037,130146299.37860367 
 10/22  02:00:00,127308256.92110576,127308256.92110573 
 10/22  03:00:00,125873715.32353468,125873715.32353467 
 10/22  04:00:00,127534864.31848998,127534864.31848998 
 10/22  05:00:00,141857526.71060157,141857526.7106017 
 10/22  06:00:00,168584123.39876693,168584123.3987673 
 10/22  07:00:00,169061396.12426534,168979485.28452653 
 10/22  08:00:00,168289532.2764318,165025973.13560998 
 10/22  09:00:00,168006946.9144597,153669837.08484152 
 10/22  10:00:00,178999979.91353038,153231381.4741682 
 10/22  11:00:00,198258560.14258122,163110751.31746656 
 10/22  12:00:00,190732149.5938237,151197104.16176254 
 10/22  13:00:00,143015610.08117756,104459586.24394444 
 10/22  14:00:00,141313328.50353816,107342680.04934339 
 10/22  15:00:00,147453219.53724298,121472344.89177829 
 10/22  16:00:00,178012942.84673083,163667216.98034352 
 10/22  17:00:00,220161037.13186294,216989584.86601874 
 10/22  18:00:00,240739349.05266032,240633209.0285708 
 10/22  19:00:00,230213178.2761197,230213178.27611974 
 10/22  20:00:00,223344416.0508632,223344416.0508635 
 10/22  21:00:00,209211790.3751141,209211790.37511444 
 10/22  22:00:00,186244865.129776,186244865.1297763 
 10/22  23:00:00,170690953.66162285,170690953.66162315 
 10/22  24:00:00,143887691.14997724,143887691.1499774 
 10/23  01:00:00,133705940.61980683,133705940.61980678 
 10/23  02:00:00,128521144.93968894,128521144.93968892 
 10/23  03:00:00,126153577.19471307,126153577.19471303 
 10/23  04:00:00,127036590.41251437,127036590.41251433 
 10/23  05:00:00,141075812.40913713,141075812.40913728 
 10/23  06:00:00,169380011.62211064,169380011.62211096 
 10/23  07:00:00,170899708.1327996,170668566.9277917 
 10/23  08:00:00,171547708.7670907,166959729.8845439 
 10/23  09:00:00,160034998.4981505,144399009.34389958 
 10/23  10:00:00,150734187.92425925,123561722.9870582 
 10/23  11:00:00,152439098.40822434,117938737.7951281 
 10/23  12:00:00,149175049.21833706,108413318.51725325 
 10/23  13:00:00,165130677.82209384,124532685.31867945 
 10/23  14:00:00,163799388.58093503,128400458.63289373 
 10/23  15:00:00,165352217.12309885,145184126.31707922 
 10/23  16:00:00,194623430.13908422,181059787.61144552 
 10/23  17:00:00,252409121.5188967,245438147.25009322 
 10/23  18:00:00,266475109.11156195,265985318.67924026 
 10/23  19:00:00,230213178.2761197,230213178.27611974 
 10/23  20:00:00,223344416.0508632,223344416.0508635 
 10/23  21:00:00,209211790.3751141,209211790.37511444 
 10/23  22:00:00,193762701.6954015,193762701.6954018 
 10/23  23:00:00,199255376.8209795,199255376.82097977 
 10/23  24:00:00,168028274.03256443,168028274.03256455 
 10/24  01:00:00,154150271.92347848,154150271.9234786 
 10/24  02:00:00,146571631.77278066,146571631.77278063 
 10/24  03:00:00,142797980.9273435,142797980.92734346 
 10/24  04:00:00,143093373.08675945,143093373.08675945 
 10/24  05:00:00,157447075.0710451,157447075.07104522 
 10/24  06:00:00,188614859.4079462,188614859.4079465 
 10/24  07:00:00,192525288.4275694,192316266.88958925 
 10/24  08:00:00,161180491.40238374,157002911.20135278 
 10/24  09:00:00,154994705.95258957,140875451.8381716 
 10/24  10:00:00,150734187.92425925,126976861.51262371 
 10/24  11:00:00,152439098.40822434,117751218.77528614 
 10/24  12:00:00,149175049.21833706,111236410.5949232 
 10/24  13:00:00,145622709.6503315,108860622.90141298 
 10/24  14:00:00,142631066.31580436,117116394.6453493 
 10/24  15:00:00,181334203.6931659,153048773.8966293 
 10/24  16:00:00,205114888.71132913,189364310.88022536 
 10/24  17:00:00,259034760.36859784,254375862.83967492 
 10/24  18:00:00,270423837.8549117,270071698.65779406 
 10/24  19:00:00,230213178.2761197,230213178.27611974 
 10/24  20:00:00,223344416.0508632,223344416.0508635 
 10/24  21:00:00,209211790.3751141,209211790.37511444 
 10/24  22:00:00,202799061.30463234,202799061.30463263 
 10/24  23:00:00,220953961.11713862,220953961.11713898 
 10/24  24:00:00,178121654.22856662,178121654.22856677 
 10/25  01:00:00,163636493.9466713,163636493.94667143 
 10/25  02:00:00,155998747.1801416,155998747.1801416 
 10/25  03:00:00,150415062.94869837,150415062.94869834 
 10/25  04:00:00,149436414.484718,149436414.484718 
 10/25  05:00:00,164122543.28676826,164122543.28676844 
 10/25  06:00:00,157451852.95377412,157451852.95377445 
 10/25  07:00:00,158071067.69791353,158005279.3550875 
 10/25  08:00:00,159730730.35138077,157437334.76123148 
 10/25  09:00:00,154994705.95258957,145382111.82627523 
 10/25  10:00:00,150734187.92425925,127862313.22306952 
 10/25  11:00:00,152439098.40822434,128509630.72627427 
 10/25  12:00:00,150660527.72371596,111919433.68646532 
 10/25  13:00:00,179745802.8533167,140637805.4256693 
 10/25  14:00:00,176385000.4317052,141904800.71047336 
 10/25  15:00:00,188835942.36828572,162496928.8101993 
 10/25  16:00:00,213977017.02990767,199581807.59543675 
 10/25  17:00:00,245515971.90649223,242493321.0102403 
 10/25  18:00:00,274549106.516478,274549106.51647794 
 10/25  19:00:00,230213178.2761197,230213178.27611974 
 10/25  20:00:00,223344416.0508632,223344416.0508635 
 10/25  21:00:00,209211790.3751141,209211790.37511444 
 10/25  22:00:00,199148601.39167288,199148601.3916732 
 10/25  23:00:00,218885024.88996536,218885024.88996565 
 10/25  24:00:00,179181614.53355247,179181614.53355256 
 10/26  01:00:00,164411413.07318267,164411413.0731828 
 10/26  02:00:00,155767820.86181515,155767820.86181518 
 10/26  03:00:00,150595705.5951299,150595705.59512985 
 10/26  04:00:00,149292984.2225919,149292984.22259188 
 10/26  05:00:00,163181468.34205723,163181468.34205735 
 10/26  06:00:00,157828819.21835852,157828819.21835884 
 10/26  07:00:00,158071067.69791353,158024497.88242286 
 10/26  08:00:00,159730730.35138077,156841589.04826415 
 10/26  09:00:00,154994705.95258957,141386036.02115005 
 10/26  10:00:00,150734187.92425925,125674380.76545729 
 10/26  11:00:00,152439098.40822434,118017091.30300577 
 10/26  12:00:00,149175049.21833706,111343937.01529805 
 10/26  13:00:00,172734029.29283848,135969716.40152207 
 10/26  14:00:00,170035847.4841174,137807424.89653698 
 10/26  15:00:00,183168999.84548715,158791973.91096336 
 10/26  16:00:00,210722283.2205106,197773518.89690042 
 10/26  17:00:00,258004188.67761186,255490965.46198067 
 10/26  18:00:00,271969343.13058484,271969343.1305848 
 10/26  19:00:00,230213178.2761197,230213178.27611974 
 10/26  20:00:00,223344416.0508632,223344416.0508635 
 10/26  21:00:00,209211790.3751141,209211790.37511444 
 10/26  22:00:00,197713761.0658435,197713761.06584376 
 10/26  23:00:00,214579330.5863067,214579330.586307 
 10/26  24:00:00,176565565.60018575,176565565.60018587 
 10/27  01:00:00,163054308.79175168,163054308.7917518 
 10/27  02:00:00,155006593.37159494,155006593.37159494 
 10/27  03:00:00,150194602.11079252,150194602.11079246 
 10/27  04:00:00,148529972.7404941,148529972.74049407 
 10/27  05:00:00,160359073.0464748,160359073.04647493 
 10/27  06:00:00,188910081.23250994,188910081.23251024 
 10/27  07:00:00,190991923.25728217,190822577.43607417 
 10/27  08:00:00,189522992.93344113,186045166.50418943 
 10/27  09:00:00,160041737.24619162,150350921.24150267 
 10/27  10:00:00,150734187.92425925,128867727.54908109 
 10/27  11:00:00,152439098.40822434,121274781.69329375 
 10/27  12:00:00,151000403.59907055,114252580.3147186 
 10/27  13:00:00,185571989.11407045,147246156.27698714 
 10/27  14:00:00,181955711.3341968,147986747.96969113 
 10/27  15:00:00,198527495.58157167,172766645.43827412 
 10/27  16:00:00,231134705.8146419,216088988.21796238 
 10/27  17:00:00,279784217.60172504,276518521.1030665 
 10/27  18:00:00,289484917.55062443,289484917.5506243 
 10/27  19:00:00,251857575.16967672,251857575.16967672 
 10/27  20:00:00,223344416.0508632,223344416.0508635 
 10/27  21:00:00,209211790.3751141,209211790.37511444 
 10/27  22:00:00,210536677.87397555,210536677.87397584 
 10/27  23:00:00,247120977.514523,247120977.51452333 
 10/27  24:00:00,197970646.7390755,197970646.73907566 
 10/28  01:00:00,179745015.950991,179745015.95099118 
 10/28  02:00:00,170138936.15175176,170138936.15175194 
 10/28  03:00:00,162082194.00759354,162082194.00759357 
 10/28  04:00:00,158896586.80432805,158896586.80432814 
 10/28  05:00:00,173498714.5005783,173498714.50057843 
 10/28  06:00:00,157451852.95377412,157451852.95377445 
 10/28  07:00:00,161462601.82339376,161302068.46298915 
 10/28  08:00:00,157123615.50820395,153379559.9789147 
 10/28  09:00:00,152387117.45746666,138944123.10159796 
 10/28  10:00:00,148125644.37791306,123605640.28631833 
 10/28  11:00:00,149830066.1919056,115845226.84962781 
 10/28  12:00:00,209563606.10950482,170176436.4245568 
 10/28  13:00:00,209508056.459233,171756039.17462844 
 10/28  14:00:00,197729694.19767,172031818.04460835 
 10/28  15:00:00,210075870.81613216,183553858.40429258 
 10/28  16:00:00,238489243.01501092,224502398.1677299 
 10/28  17:00:00,272779532.5153103,269042378.8712632 
 10/28  18:00:00,255221456.7248184,255221456.72481832 
 10/28  19:00:00,246042153.51513994,246042153.51513997 
 10/28  20:00:00,223344416.0508632,223344416.0508635 
 10/28  21:00:00,209211790.3751141,209211790.37511444 
 10/28  22:00:00,199107451.1897614,199107451.1897617 
 10/28  23:00:00,218794773.6440923,218794773.64409262 
 10/28  24:00:00,177722735.79149643,177722735.79149655 
 10/29  01:00:00,162990417.41106904,162990417.41106915 
 10/29  02:00:00,154196780.3823414,154196780.3823414 
 10/29  03:00:00,148557814.23984084,148557814.2398408 
 10/29  04:00:00,146638594.21213812,146638594.2121381 
 10/29  05:00:00,159535647.02788925,159535647.02788943 
 10/29  06:00:00,189951408.78065374,189951408.78065407 
 10/29  07:00:00,196644242.83482444,196465928.15263224 
 10/29  08:00:00,194068759.93604997,190638270.65596575 
 10/29  09:00:00,187400222.9726731,177621262.75558114 
 10/29  10:00:00,202218583.1403427,177923906.32652664 
 10/29  11:00:00,234197763.06517184,193700313.01291555 
 10/29  12:00:00,212606935.28174654,176211232.02816957 
 10/29  13:00:00,143015610.08117756,118152583.81588961 
